0586;Entlötpumpe;HTL;;312000560599;531-07/2000/2;;W094;K12;F5;Werkzeug;Laborant (W094b);;;;;;;;;;;
0587;Differential Amplifier;SI ;SI-9000;;;;W109;K3;F8;Oszilloskop;E-Maschinenlabor (W109);;;;;;;;;;;
0588;Zangenamperemeter;LEM;LH240;;540-17/2004/1/2;;W109;K2;F5;Messgerät;E-Maschinenlabor (W109);/intra/woda/data/ela/img/675.jpg;;;;;;;;;;
0589;Zangenamperemeter;LEM;LH240;;540-17/2004/1/3;;W109;K2;F5;Messgerät;E-Maschinenlabor (W109);/intra/woda/data/ela/img/675.jpg;;;;;;;;;;
0590;Zangenamperemeter;LEM;LH240;;540-17/2004/1/4;;W109;K2;F5;Messgerät;E-Maschinenlabor (W109);/intra/woda/data/ela/img/675.jpg;;;;;;;;;;
0591;Power Harmonics Analyzer;Fluke;Fluke 41b;312000560798;540-22/2000/38;6855005;W096;R2;F2;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/mvc00121.jpg;;;;;;;;;;
0592;Power Harmonics Analyzer;Fluke;Fluke 41b;312000560752;540-22/2000/36;6030173;W096;R2;F2;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/mvc00121.jpg;;;;;;;;;;
0593;Schleifdrahtbrücke;Siemens;FT;;540-19/01/81;9603103;W096;R5;F4;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/mvc00011.jpg;;;;;;;;;;
0594;Digitalmultimeter;Meterman;37XR;;;40901151;W91;K5;F12;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/594.jpg;;;;;;;;;;
0595;Digitalmultimeter;Meterman;37XR;;;40901152;W91;K5;F12;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/594.jpg;;;;;;;;;;
0596;Leistungsmesser;ERB;Wattmeter;;540-17/5/98;26328;W096;R2;F1;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/596.jpg;;;;;;;;;;
0597;Signalgenerator arbiträr, 100 Msa/s;Rohde&Schwarz;AM 300;312000562044;540-23/2005/2;100147;W92;K14;F2;Funktionsgenerator;Regeltechniklabor (W92);/intra/woda/data/ela/img/597.jpg;;;;;;;;;;
0598;Digitalspeicher Oszilloskop 2 Kanal LCD;Tektronix;TDS210;312000560801;540-22/2000/40/1;B074303;W91;K14;F1;Oszilloskop;Messtechniklabor (W91);/intra/woda/data/ela/img/mvc00109.jpg;;;;;;;;;;
0599;Digitalspeicher Oszilloskop 2 Kanal LCD;Tektronix;TDS210;312000560802;540-22/2000/40/2;B074738;W096;R5;F6;Oszilloskop;ELA-Magazin (W096);/intra/woda/data/ela/img/mvc00109.jpg;;;;;;;;;;
0600;Digitalspeicher Oszilloskop 2 Kanal LCD;Tektronix;TDS210;;540-22/2000/39/1;B051414;W13;;;Oszilloskop;Prozessrechentechnik (W13);/intra/woda/data/ela/img/mvc00109.jpg;;;;;;;;;;
0601;Digitalspeicher Oszilloskop 2 Kanal LCD;Tektronix;TDS210;;540-22/2000/39/2;B051413;W13;;;Oszilloskop;Prozessrechentechnik (W13);/intra/woda/data/ela/img/mvc00109.jpg;;;;;;;;;;
0602;Mixed Signal Oszilloskop;HP ;54645D;;540-23/4/99;US39151882;W096;R1;F4;Oszilloskop;ELA-Magazin (W096);;;;;;;;;;;
0603;AC Millivoltmeter;Philips;PM 2554;312000560701;540-15/2000/2;DY 3794;W096;R5;F3;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/pm2554.jpg;;;;;;;;;;
0604;TE-XC25-3;Trenz;Spartan 2;;540-27/2002/2;401868;W92;K18;F2;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/655.jpg;;;;;;;;;;
0605;RF-Signalgenerator (1GHz);TTi;TGR 1040;312000560842;540-24/2000/9;134314;W92;K14;F2;Hochfrequenztechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/tgr1040.jpg;;;;;;;;;;
0606;Positionierantrieb;Lenze;EVS9323-EP;;540-27/2005/1;53;W109;K5;F7;Leistungselektronik;E-Maschinenlabor (W109);/intra/woda/data/ela/img/515.jpg;;;;;;;;;;
0607;Positionierantrieb;Lenze;EVS9323-EP;;;36;W109;K5;F1;Leistungselektronik;E-Maschinenlabor (W109);/intra/woda/data/ela/img/515.jpg;;;;;;;;;;
0608;Adapter;National_Instruments;GBIP-USB-B;312000562003;540-28/2004/3;D6F0F2;W92;K11;F3;automatisierte_Messsysteme;Regeltechniklabor (W92);;;;;;;;;;;
0609;Adapter;National_Instruments;GPIB-USB-B;312000562002;540-28/2004/2;10D3F1C;W92;K11;F3;automatisierte_Messsysteme;Regeltechniklabor (W92);;;;;;;;;;;
0610;Funktionsgenerator;TTi;TG230;312000560849;540-24/2000/12/4;99493;W91;K6;F1;Funktionsgenerator;Messtechniklabor (W91);/intra/woda/data/ela/img/tg230.jpg;;;;;;;;;;
0611;Funktionsgenerator;TTi;TG230;312000560847;540-24/2000/12/2;103130;W91;K6;F2;Funktionsgenerator;Messtechniklabor (W91);/intra/woda/data/ela/img/tg230.jpg;;;;;;;;;;
0612;Funktionsgenerator;TTi;TG230;312000561674;540-24/2002/1/2;168365;W91;K6;F3;Funktionsgenerator;Messtechniklabor (W91);/intra/woda/data/ela/img/tg230.jpg;;;;;;;;;;
0613;Funktionsgenerator;TTi;TG230;312000561673;540-24/2002/1/1;168366;W91;K6;F3;Funktionsgenerator;Messtechniklabor (W91);/intra/woda/data/ela/img/tg230.jpg;;;;;;;;;;
0614;Netzwerkanalysator;Rohde&Schwarz;Vector Network Analyzer;312000561340;540-23/2002/1;100103;W91;;;Hochfrequenztechnik;Messtechniklabor (W91);/intra/woda/data/ela/img/zvre.jpg;;;;;;;;;;
0615;Audio Analyzer;Rohde&Schwarz;Audio Analyser;312000562198;540-10/2005/3;100267;W92;;;Audiotechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/615.jpg;;;;;;;;;;
0616;Verstärker HIFI & Zubehör;Pioneer;A-307R;;ELA 0616;CEWK000525GR;W92;K16;F1;Audiotechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/616.jpg;;;;;;;;;;
0617;Verstärker HIFI;Pioneer;A-307R;;ELA 0617;CEWK000565GR;W92;;;Audiotechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/616.jpg;;;;;;;;;;
0618;Microphone Preamplifier;dbx;760X;;ELA 0618;100167;W92;;;Audiotechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/618.jpg;;;;;;;;;;
0619;Messmicrophone;Behringer;ECM8000;;ELA 0619;;W92;K16;F2;Audiotechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/619.jpg;;;;;;;;;;
0620;Messmicrophone;Behringer;ECM8000;;ELA 0620;;W92;K16;F2;Audiotechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/619.jpg;;;;;;;;;;
0621;0 Weg Lautsprecherbox;Execel by Seas;W17EX-002 8 Ohm;;ELA 0621;621;W92;K16;F2;Audiotechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/621.jpg;;;;;;;;;;
0622;1 Weg Lautsprecherbox;CA21 RE4x/DC;H373 8Ohm;;ELA 0622;622;W92;;;Audiotechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/622.jpg;;;;;;;;;;
0623;Evaluation Kit;TINI;400;;ELA 0623;623;W92;K14;F1;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/623.jpg;;;;;;;;;;
0624;Evaluation Kit;TINI;400;;ELA 0624;624;W92;K14;F1;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/623.jpg;;;;;;;;;;
0625;Evaluation Kit;TINI;400;;ELA 0625;625;W92;K14;F1;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/623.jpg;;;;;;;;;;
0626;USB - RS232 ;HTL;10 Stück;;ELA 0626;626;W094;K2;F3;Adapter;Laborant (W094b);;;;;;;;;;;
0627;Laptop TI-Abt.;Toshiba;Tecra S1;;408-01/2004/9/10;34881611G;W094;K1;F8;Computer;Laborant (W094b);/intra/woda/data/ela/img/627.jpg;;;;;;;;;;
0628;Laptop TI-Abt.;Toshiba;Tecra S1;;408-01/2004/9/14;34881620G;W094;K1;F7;Computer;Laborant (W094b);/intra/woda/data/ela/img/627.jpg;;;;;;;;;;
0629;Laptop TI-Abt.;Toshiba;Tecra S1;;408-01/2004/9/31;34881705G;W094;K1;F6;Computer;Laborant (W094b);/intra/woda/data/ela/img/627.jpg;;;;;;;;;;
0630;Laptop TI-Abt.;Toshiba;Tecra S1;;408-01/2004/9/16;34881624G;W094;K1;F5;Computer;Laborant (W094b);/intra/woda/data/ela/img/627.jpg;;;;;;;;;;
0631;Laptop TI-Abt.;Toshiba;Tecra S1;;408-01/2004/9/17;34881635G;W094;K1;F4;Computer;Laborant (W094b);/intra/woda/data/ela/img/627.jpg;;;;;;;;;;
0632;Laptop TI-Abt.;Toshiba;Tecra S1 ;;408-01/2004/9/18;34881636G;W094;K1;F3;Computer;Laborant (W094b);/intra/woda/data/ela/img/627.jpg;;;;;;;;;;
0633;Beamer E-Abt.;Optoma;VX-303;40000260145;;FPQ5344AAAAAA0160;W094;K1;F1;Computer;Laborant (W094b);;;;;;;;;;;
0634;Differential Amplifier;Kolbinger;DA1000VS;;ELA-634;634;W91;K14;F5;Oszilloskop;Messtechniklabor (W91);/intra/woda/data/ela/img/634.jpg;;;;;;;;;;
0635;Beifahrertür;Leybold;;312000562258;540-27/2005/2/1;;W92;K3;F3;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
0636;Innenraumsteuerung;Leybold;;;540-27/2005/2/2;;W92;K3;F3;Lehrsysteme;Regeltechniklabor (W92);/intra/woda/data/ela/img/mvc00210.jpg ;;;;;;;;;;
0637;Sensor-Cassy;Leybold;;;540-27/2005/2/3;;W92;K3;F3;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
0638;Fahrertür;Leybold;;;540-27/2005/2/4;;W92;K3;F4;Lehrsysteme;Regeltechniklabor (W92);/intra/woda/data/ela/img/mvc00168.jpg;;;;;;;;;;
0639;Zubehör;Leybold;;;;;W92;K3;F3;Lehrsysteme;Regeltechniklabor (W92);/intra/woda/data/ela/img/mvc00210.jpg ;;;;;;;;;;
0640;Adapter;National_Instruments;GPIB-USB-B;312000561690;408-01/2002/12;D48040;W92;K11;F3;automatisierte_Messsysteme;Regeltechniklabor (W92);;;;;;;;;;;
0642;IC-Testsockel;HTL;;;;;W92;K2;F4;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/736.jpg;;;;;;;;;;
0643;IC-Testsockel;HTL;;;;;W92;K2;F4;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/736.jpg;;;;;;;;;;
0644;IC-Testsockel;HTL;;;;;W92;K2;F6;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/483.jpg;;;;;;;;;;
0645;Gewichte für Dehnmessstreifen;Leybold;Dank dem Elternverein;312000562259;540-27/2005/3;73455,734565,31187,31536,73456;W92;K6;F4;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
0646;Differential Amplifier;Kolbinger;DA1000VN;;;;W91;K14;F5;Oszilloskop;Messtechniklabor (W91);/intra/woda/data/ela/img/634.jpg;;;;;;;;;;
0647;Differential Amplifier;Kolbinger;DA1000VN;;;;W91;K14;F5;Oszilloskop;Messtechniklabor (W91);/intra/woda/data/ela/img/634.jpg;;;;;;;;;;
0648;Differential Amplifier;Kolbinger;DA1000VS;;;648;W91;K14;F5;Oszilloskop;Messtechniklabor (W91);/intra/woda/data/ela/img/634.jpg;;;;;;;;;;
0649;RF-Signalgenerator (9kHz-3GHz);Rohde&Schwarz;SM300;312000562045;540-23/2005/3;100501;W92;K14;F2;Hochfrequenztechnik;Regeltechniklabor (W92);;;;;;;;;;;
0650;Voltage Event Recorder System;Fluke;VR101S;312000560824;540-23/2000/16;139922217;W096;R5;F1;Messgerät;ELA-Magazin (W096);;;;;;;;;;;
0651;USB-Centronix;Vivanco;;;651;GW060100800;W094;K2;F3;Adapter;Laborant (W094b);/intra/woda/data/ela/img/651.jpg;;;;;;;;;;
0652;Power Analyzer;Keithley;SourceMeter 2399;312000562036;540-23/2005/1/1;978807;W096;R2;F3;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/652.jpg;;;;;;;;;;
0653;Power Analyzer;Keithley;SourceMeter 2400;312000562037;540-23/2005/1/2;1033388;W096;R2;F3;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/652.jpg;;;;;;;;;;
0654;Scanner Reciver;Stabo;XR 1800;312000561672;408-01/2002/10;;W92;K14;F2;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/654.jpg;;;;;;;;;;
0655;TE-XC25-6;Trenz;Spartan 2;;540-27/2003/1;404756;W92;K18;F2;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/655.jpg;;;;;;;;;;
0656;Digitalspeicher-Oszilloskop 4 Kanal;LeCroy;LT264;312000561804;540-22/2003/1;2058;W096;R1;F4;Oszilloskop;ELA-Magazin (W096);/intra/woda/data/ela/img/656.jpg;;;;;;;;;;
0657;Strommesszange;Lem;LH1060;312000561683;540-16/2002/1/1;;W096;R3;F1;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/675.jpg;;;;;;;;;;
0658;Strommesszange;Lem;LH1060;312000561684;540-16/2002/1/2;;W096;R3;F1;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/675.jpg;;;;;;;;;;
0660;RCL-Messbrücke;Grundig;300;312000560822;540-23/2000/13;;W096;R3;F3;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/660.jpg;;;;;;;;;;
0661;EPROM, Flash, Microcontroller-Programmiergerät;Conitec;Galep-4;;ELA-661;#157247;W094;K2;F5;Mikrocontroller;Laborant (W094b);/intra/woda/data/ela/img/661.jpg;;;;;;;;;;
0662;Funktionsgenerator;HTL;;;ELAB01;;W91;K18;F1;Funktionsgenerator;Messtechniklabor (W91);/intra/woda/data/ela/img/662.jpg;;;;;;;;;;
0663;Funktionsgenerator;HTL;;;ELAB02;;W91;K18;F1;Funktionsgenerator;Messtechniklabor (W91);/intra/woda/data/ela/img/662.jpg;;;;;;;;;;
0664;Funktionsgenerator;HTL;;;ELAB03;;W91;K18;F1;Funktionsgenerator;Messtechniklabor (W91);/intra/woda/data/ela/img/662.jpg;;;;;;;;;;
0665;Funktionsgenerator;HTL;;;ELAB04;;W91;K18;F1;Funktionsgenerator;Messtechniklabor (W91);/intra/woda/data/ela/img/662.jpg;;;;;;;;;;
0666;Funktionsgenerator;HTL;;;ELAB05;;W91;K18;F1;Funktionsgenerator;Messtechniklabor (W91);/intra/woda/data/ela/img/662.jpg;;;;;;;;;;
0667;Funktionsgenerator;HTL;;;ELAB06;;W91;K18;F1;Funktionsgenerator;Messtechniklabor (W91);/intra/woda/data/ela/img/662.jpg;;;;;;;;;;
0668;Funktionsgenerator;HTL;;;ELAB07;;W91;K18;F1;Funktionsgenerator;Messtechniklabor (W91);/intra/woda/data/ela/img/662.jpg;;;;;;;;;;
0669;Funktionsgenerator;HTL;;;ELAB08;;W91;K18;F1;Funktionsgenerator;Messtechniklabor (W91);/intra/woda/data/ela/img/662.jpg;;;;;;;;;;
0670;Funktionsgenerator;HTL;;;ELAB09;;W91;K18;F1;Funktionsgenerator;Messtechniklabor (W91);/intra/woda/data/ela/img/662.jpg;;;;;;;;;;
0671;Laptop TI-Abt.;Toshiba;Tecra S1 ;;408-01/2004/9/22;34881670G;W094;K1;F10;Computer;Laborant (W094b);/intra/woda/data/ela/img/627.jpg;;;;;;;;;;
0672;Laptop TI-Abt.;Toshiba;Tecra S1 ;;408-01/2004/9/26;34881685G;W094;K1;F9;Computer;Laborant (W094b);/intra/woda/data/ela/img/627.jpg;;;;;;;;;;
0673;Laptop TI-Abt.;Toshiba;Tecra S1 ;312000561942;;34881662G;W094;K1;F11;Computer;Laborant (W094b);/intra/woda/data/ela/img/662.jpg;;;;;;;;;;
0675;Nano Board NB1;Altium;;312000562301;540-27/2005/4/21;12335;W92;K17;;Computer;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA675-689.jpg;;;;;;;;;;
0676;Nano Board NB1;Altium;;312000562300;540-27/2005/4/2;12382;W92;K17;;Computer;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA675-689.jpg;;;;;;;;;;
0677;Nano Board NB1;Altium;;312000562302;540-27/2005/4/3;12391;W92;K17;;Computer;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA675-689.jpg;;;;;;;;;;
0678;Nano Board NB1;Altium;;312000562303;540-27/2005/4/4;12371;W92;K17;;Computer;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA675-689.jpg;;;;;;;;;;
0679;Nano Board NB1;Altium;;312000562304;540-27/2005/4/5;12170;W92;K17;;Computer;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA675-689.jpg;;;;;;;;;;
0680;Nano Board NB1;Altium;;312000562305;540-27/2005/4/6;12339;W92;K17;;Computer;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA675-689.jpg;;;;;;;;;;
0681;Nano Board NB1;Altium;;312000562306;540-27/2005/4/7;12361;W92;K17;;Computer;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA675-689.jpg;;;;;;;;;;
0682;Nano Board NB1;Altium;;312000562307;540-27/2005/4/8;12351;W92;K17;;Computer;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA675-689.jpg;;;;;;;;;;
0683;Nano Board NB1;Altium;;312000562308;540-27/2005/4/9;12390;W92;K17;;Computer;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA675-689.jpg;;;;;;;;;;
0684;Nano Board NB1;Altium;;312000562294;540-27/2005/4/10;12350;W92;K17;;Computer;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA675-689.jpg;;;;;;;;;;
0685;Nano Board NB1;Altium;;312000562295;540-27/2005/4/11;12389;W92;K17;;Computer;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA675-689.jpg;;;;;;;;;;
0686;Nano Board NB1;Altium;;312000562296;540-27/2005/4/12;12242;W92;K17;;Computer;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA675-689.jpg;;;;;;;;;;
0687;Nano Board NB1;Altium;;312000562297;540-27/2005/4/13;12349;W92;K17;;Computer;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA675-689.jpg;;;;;;;;;;
0688;Nano Board NB1;Altium;;312000562298;540-27/2005/4/14;12398;W92;K17;;Computer;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA675-689.jpg;;;;;;;;;;
0689;Nano Board NB1;Altium;;312000562299;540-27/2005/4/15;;W92;;;Computer;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA675-689.jpg;;;;;;;;;;
0690;Rechner fahrbar;HP;DC7700CMT;312000562791;408-01/2006/20/1;ELA01/CZC7081HQ6;W92;;;Computer;Regeltechniklabor (W92);/intra/woda/data/ela/img/690.jpg;;;;;;;;;;
0691;Rechner fahrbar;HP;DC7700CMT;312000562792;408-01/2006/20/2;ELA02/CZC7081HQ2;W91;;;Computer;Messtechniklabor (W91);/intra/woda/data/ela/img/690.jpg;;;;;;;;;;
0692;Rechner fahrbar;HP;DC7700CMT;312000562793;408-01/2006/20/3;ELA03/CZC7081HQQ;W91;;;Computer;Messtechniklabor (W91);/intra/woda/data/ela/img/690.jpg;;;;;;;;;;
0693;Rechner fahrbar;HP;DC7700CMT;312000562794;408-01/2006/20/4;ELA04/CZC7081HMD;W92;;;Computer;Regeltechniklabor (W92);/intra/woda/data/ela/img/690.jpg;;;;;;;;;;
0694;Rechner fahrbar;HP;DC7700CMT;312000562795;408-01/2006/20/5;ELA05/CZC7081HNJ;W92;;;Computer;Regeltechniklabor (W92);/intra/woda/data/ela/img/690.jpg;;;;;;;;;;
0695;Rechner fahrbar;HP;DC7700CMT;312000562796;408-01/2006/20/6;ELA06/CZC7081HPQ;W92;;;Computer;Regeltechniklabor (W92);/intra/woda/data/ela/img/690.jpg;;;;;;;;;;
0696;Standrechner;HP;DC7700CMT;312000562797;408-01/2006/20/7;ELA07/CZC7081HQB;W92;;;Computer;Regeltechniklabor (W92);/intra/woda/data/ela/img/697.jpg;;;;;;;;;;
0697;Standrechner;HP;DC7700CMT;312000562798;408-01/2006/20/8;ELA08/CZC7081HPZ;W92;;;Computer;Regeltechniklabor (W92);/intra/woda/data/ela/img/697.jpg;;;;;;;;;;
0698;Standrechner;HP;DC7700CMT;312000562799;408-01/2006/20/9;ELA09/CZC7081HMN;W92;;;Computer;Regeltechniklabor (W92);/intra/woda/data/ela/img/697.jpg;;;;;;;;;;
0699;Standrechner;HP;DC7700CMT;312000562800;408-01/2006/20/10;ELA10/CZC7081HPR;W91;;;Computer ;Messtechniklabor (W91);/intra/woda/data/ela/img/697.jpg;;;;;;;;;;
0700;Standrechner;HP;DC7700CMT;312000562802;408-01/2006/20/11;ELA11/CZC7081HQ5;W91;;;Computer;Messtechniklabor (W91);/intra/woda/data/ela/img/697.jpg;;;;;;;;;;
0701;Standrechner (SPS);HP;DC7700CMT;312000562803;408-01/2006/20/12;ELA12/CZC7081HMQ;W109;;;Computer;E-Maschinenlabor (W109);/intra/woda/data/ela/img/697.jpg;;;;;;;;;;
0702;Standrechner (SPS);HP;DC7700CMT;312000562804;408-01/2006/20/13;ELA13/CZC7081HQ8;W109;;;Computer;E-Maschinenlabor (W109);/intra/woda/data/ela/img/697.jpg;;;;;;;;;;
0703;Standrechner (SPS);HP;DC7700CMT;312000562805;408-01/2006/20/14;ELA14/CZC7081HMX;W109;;;Computer;E-Maschinenlabor (W109);/intra/woda/data/ela/img/697.jpg;;;;;;;;;;
0704;Standrechner (SPS);HP;DC7700CMT;312000562806;408-01/2006/20/15;ELA15/CZC7081HNQ;W109;;;Computer;E-Maschinenlabor (W109);/intra/woda/data/ela/img/697.jpg;;;;;;;;;;
0705;ADC / DAC;National_Instruments;NI USB-6009;;ELA-705;11A52DF;W92;K11;F2;automatisierte_Messsysteme;Regeltechniklabor (W92);/intra/woda/data/ela/img/759.jpg;;;;;;;;;;
0706;ADC / DAC;National_Instruments;NI USB-6009;;eingebaut in ELA 518;11AC006;W109;;;automatisierte_Messsysteme;E-Maschinenlabor (W109);;;;;;;;;;;
0707;ADC / DAC;National_Instruments;NI USB-6009;;ELA - 707;11ABF44;W92;K11;F2;automatisierte_Messsysteme;Regeltechniklabor (W92);;;;;;;;;;;
0708;ADC / DAC;National_Instruments;NI USB-6009;;ELA-708;11ABF55;W92;K11;F2;automatisierte_Messsysteme;Regeltechniklabor (W92);;;;;;;;;;;
0709;Multi_I/O-Board;National_Instruments;Multi I/O Board;;ELA-709;D6ADD5;W92;K11;F1;automatisierte_Messsysteme;Regeltechniklabor (W92);;;;;;;;;;;
0712;TE-XC25-1;Trenz;Spartan 2;;540-27/2002/2;401867;W92;K18;F2;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/655.jpg;;;;;;;;;;
0713;TE-XC25-2;Trenz;Spartan 2;;;;W92;K18;F2;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/655.jpg;;;;;;;;;;
0714;TE-XC25-4;Trenz;Spartan 2;;540-27/2004/2;402366;W92;K18;F2;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/655.jpg;;;;;;;;;;
0715;TE-XC25-5;Trenz;Spartan 2;;540-27/2004/2;404755;W92;K18;F2;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/655.jpg;;;;;;;;;;
0716;Luxmeter digital;Tenma;72-6693;;ELA-716;Q009184;W096;R3;F1;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/716.jpg;;;;;;;;;;
0717;Luxmeter digital;Tenma;72-6693;;ELA-71;Q009188;W096;R3;F1;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/716.jpg;;;;;;;;;;
0718;Luxmeter digital;Roline;RO-1330;;540-29/1/92;91333419;W096;R3;F1;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/718.jpg;;;;;;;;;;
0719;Luxmeter digital;Roline;RO-1330;;540-29/2/92;91333305;W096;R3;F1;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/718jpg;;;;;;;;;;
0720;Digitalmultimeter;Metex;M-3270D;;720 / 2006;908741;W096;R3;F2;Messgerät ;ELA-Magazin (W096);;;;;;;;;;;
0721;Digitalmultimeter;Metex;M-3270D;;721 /2006;EE559546;W096;R3;F2;Messgerät;ELA-Magazin (W096);;;;;;;;;;;
0724;Projekt Board;K&H;GL-36;;Brett 07;;W91;K13;F5;Steckbrett;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA724-735.jpg;;;;;;;;;;
0725;Projekt Board;K&H;GL-36;;;;W91;K13;F5;Steckbrett;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA724-735.jpg;;;;;;;;;;
0726;Projekt Board;K&H;GL-36;;;;W91;K13;F5;Steckbrett;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA724-735.jpg;;;;;;;;;;
0727;Projekt Board;K&H;GL-36;;Brett 10;;W91;K13;F5;Steckbrett;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA724-735.jpg;;;;;;;;;;
0728;Projekt Board;K&H;GL-36;;Brett 19;;W91;K13;F6;Steckbrett;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA724-735.jpg;;;;;;;;;;
0730;Projekt Board;K&H;GL-36;;Brett 21;;W91;K13;F6;Steckbrett;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA724-735.jpg;;;;;;;;;;
0732;Projekt Board;K&H;GL-36;;Brett 23;;W91;K13;F7;Steckbrett;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA724-735.jpg;;;;;;;;;;
0733;Projekt Board;K&H;GL-36;;Brett 24;;W91;K13;F7;Steckbrett;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA724-735.jpg;;;;;;;;;;
0734;Projekt Board;K&H;GL-36;;Brett 25;;W91;K13;F7;Steckbrett;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA724-735.jpg;;;;;;;;;;
0735;Projekt Board;K&H;GL-36;;Brett 26;;W91;K13;F7;Steckbrett;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA724-735.jpg;;;;;;;;;;
0736;IC-Testsockel;HTL;;;;;W92;K2;F5;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/736.jpg;;;;;;;;;;
0737;IC-Testsockel;HTL;;;;;W92;K2;F5;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/736.jpg;;;;;;;;;;
0738;25polSUB_D-2mm_Buchsen;HTL;Adapter;;;;W92;K3;;Digitaltechnik;Regeltechniklabor (W92);;;;;;;;;;;
0739;IC-Testsockel;HTL;;;;;W92;K2;F5;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/736.jpg;;;;;;;;;;
0740;USB - Parallel (25pol SUB-D);SUNIX;Com-Hub;;740;50000437;W094;K1;F9;Adapter;Laborant (W094b);/intra/woda/data/ela/img/740.jpg;;;;;;;;;;
0741;ADC/DAC;HTL;Stufenrampen, Nachlauf, schrittw. Annäherung;;741;1;W92;K18;F2;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/741.jpg;;;;;;;;;;
0742;ADC/DAC;HTL;Stufenrampen, Nachlauf, schrittw. Annäherung;;742;2;W92;K18;F2;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/741.jpg;;;;;;;;;;
